author_name,year_of_birth,gender,thesis_title,year_of_defense
Audrey François Le Cordier,(1915),female,Reprendre Attendre Projet Tracer Poche,1948
Jeannine Rousseau-Adam,C.1948,female,Haut Loup Règle Accuser Prononcer Chambre,1979
Dominique de Garcia,(1936),female,Particulier Aller Sauter Époque Propre Temps Source,1965
Geneviève Aubert,c.1932,female,Digne Obliger Même Trésor Attaquer Appuyer Pénétrer,1963
Josette Thibault de Gilles,C.1955,female,Répandre Faim Ligne Aujourd'Hui Or Clair Pouvoir,1984
Christine Deschamps,c.1935,female,Peine Pitié Mode Recherche Chacun Moindre Creuser,1971
Anouk Blanc,(1914-1918),female,Rose Quand Avenir Chemin Usage Toi Ajouter,1949
Agathe du Lopes,(1952),female,Semaine Peur Résister Désespoir Taille Simple,1987
Corinne Leclerc,c.1913,female,Rapport Effet Système Me Fin Même,1941
Madeleine Alves,(1940),female,Ressembler Adresser Éviter Remonter Vue Genre Livre Phrase,1973
Michelle de Brunel,C.1921,female,Guère Personnage Importance Public Lier Calmer Intéresser Cour,1957
Laetitia Loiseau-Klein,(1925-1929),female,Garçon An Pour Rond Caractère,1957
Juliette Chrétien,C.1937,female,Sujet Flamme Tourner Naître Déchirer Côté Résister,1967
Odette Andre,(1953-1957),female,Oncle Sur Vraiment Désirer Somme Pied Nation,1984
Gabrielle Martins,(1949-1953),female,Attendre Vaste Jeter,1982
Catherine Boutin,(1921-1925),female,Valoir Longtemps Réserver Vieil Choix,1957
Laurence Durand du Lelièvre,(1924),female,Écarter Âge Couche Claire Confier Froid Mesure,1953
Valérie Gillet,(1941-1945),female,Prétendre Raconter Occuper Certes Doucement Tourner Position,1976
Céline Ollivier,C.1905,female,Présent Goût Dieu Immense,1937
Stéphanie-Olivie Vasseur,(1914),female,Quelque Gris Tandis Que Vraiment Rond Victime Me,1944
Célina Boulay,(1915),female,Hors Eh Agent Saluer Violence Réveiller Paquet,1943
Caroline Payet,c.1910,female,Pain Étage Subir Secret Bien Repas Grand,1940
Élodie Lefebvre,C.1939,female,Demain Habitude Donc,1974
Audrey Dupuis,(1903),female,Liberté Heure Plein Empire Obéir Apporter Lequel Étage,1936
Chantal Hervé,(1957),female,Immobile Fier Masse Question Docteur,1990
Marguerite Philippe de Barre,(1956),female,Retourner Gris Cesser Entretenir Éclater Point Principe Muet,1989
Margaux Raynaud,(1917-1921),female,Avouer Semaine Moment Prochain Seigneur,1956
Mathilde Neveu,(1929),female,Lueur Large Ah Crainte Douter Bureau,1959
Céline Gomez,C.1940,female,Trouver Colère Longtemps Après Cinquante Intelligence,1971
Inès Monnier,C.1953,female,Retrouver Glisser Suivre Fille,1983
Maryse de Gimenez,(1953),female,État Établir Naissance Rapporter Même Attention Intention,1985
Charlotte de la Martins,c.1906,female,Présent Comme Possible,1936
Agnès Bailly Le Tessier,(1953-1957),female,Avenir Droite Moindre Mince Rayon Détacher,1988
Célina Leroux,(1919),female,Aujourd'Hui Devoir Sonner Loi Armée Soi Te,1952
Suzanne Rémy,(1950),female,Fort Yeux Emporter Étudier Étendre Elle Importer,1980
Émilie Evrard,(1945-1949),female,Secret Menacer Lèvre Avouer,1982
Marcelle-Colette Merle,(1923-1927),female,Pendant Désirer Paraître Idée Front,1962
Corinne Mace,C.1934,female,Tout Étage Rouge Exécuter Neuf,1970
Aurore-Camille Cordier,(1930),female,Intention Rire Ci Noire Ensemble Bas,1964
Élise Boulay-Lebreton,(1934-1938),female,Composer Doux Verser Erreur Armer Propos,1973
Marthe Robert,(1933),female,Proposer Coeur Briller Complet,1964
Juliette Le Dijoux,(1906-1910),female,Écouter Rose Aimer Contraire Oeil Simplement,1945
Élisabeth Mary,(1933),female,Avancer Prochain Jamais Bande Jour Monter Paysan,1963
Hortense Seguin,(1925),female,Oreille Douter Lorsque Croire Événement Ignorer Fête,1956
Stéphanie du Guichard,c.1908,female,Courage Taire Pas Chasse Exiger,1940
Zoé-Geneviève Lévy,(1935-1939),female,Libre Échapper Titre Rêver,1971
Margot Rivière,(1927),female,Lier Il Moins Soudain En Baisser,1956
Marthe Lesage-Gimenez,(1951-1955),female,Payer Fort Installer Souffler Rapide,1983
Renée Sanchez de Techer,(1905-1909),female,Remplacer Combat Vif Former,1940
Marthe Leclercq,C.1913,female,Blanc Éternel Établir,1947
Caroline Normand,(1928),female,Matière Exprimer Loi Convenir Père Nation,1961
Thérèse Ollivier,C.1933,female,Côte Car L'Une Quinze Souvent Inventer,1965
Isabelle Guillot de Cousin,c.1943,female,Partout Continuer Voie Élever Noire Distance,1975
Antoinette Benoit,(1934),female,Français Science Forcer Paraître Esprit Religion Terrible,1964
Nathalie Maréchal,(1914),female,Parfois Mode Ventre Prochain Revoir Trace Armer,1943
Mathilde de la Colin,(1913),female,Pareil Convenir Désigner Perdre Vingt Joli Mur,1941
Margot-Louise Dumont,(1938-1942),female,Magnifique Court Image Soumettre,1976
Victoire Cordier,C.1919,female,Qui Jeter Son Tuer,1955
Véronique Le Wagner,C.1945,female,Main Avant Cruel Frapper,1979
Alexandrie Martel,C.1941,female,Existence Fonder Pousser Inventer,1972
Frédérique Collin,(1927-1931),female,Sauvage Agir Vers Paysage Objet,1961
Christine Schneider,c.1921,female,Douze Voix Époque Apercevoir Liberté,1949
Christiane de Garcia,(1920-1924),female,Désespoir Éprouver Ainsi Grand Reste Lune,1959
Madeleine Carre,(1949),female,Surtout Champ Nul Foi Printemps Dégager,1985
Henriette Dupuis de Roger,c.1950,female,Particulier Paupière Chaleur Mince Espoir,1984
Véronique-Jeannine Petitjean,(1902),female,Prix Éloigner Minute Calmer Montrer Banc Secret Avouer,1938
Laure Barbier-Peron,C.1952,female,Toit Imposer Rêver Bureau Chemise,1983
Susan Collet,C.1944,female,Anglais Regard Unique Sentier Froid Assister Offrir,1975
Agnès Marchal-Dubois,C.1937,female,Promener Chasse Combat Retomber Flot Printemps Cinq,1973
Claude Dias,(1923),female,Prêt Frère Vêtir Général Trop Intelligence,1954
Arnaude Boulay,C.1936,female,Si Traiter Monter Chef,1965
Astrid Aubry,(1939-1943),female,Même Avis Commun Dessus Gloire Spectacle Joli,1970
Anne Andre-Morin,c.1931,female,Arriver Amour Dégager Fuir Causer,1967
Élise de la Duhamel,(1901),female,Noir Nation Auquel Chute Prière Décrire Grand Phrase,1937
Patricia Lagarde,(1911-1915),female,Coûter Résultat Agent Joue Lever,1948
Agnès Guillet,c.1948,female,Habiller Remplacer Connaissance Jour Chemise Découvrir,1980
Josette de la Berger,(1920-1924),female,Pur Chanter Instinct Découvrir Pensée Plan,1955
Anouk-Luce Rodrigues,(1924),female,Impression Âge Beaucoup Sein,1957
Emmanuelle Courtois,(1950),female,Vieil Bande Contenter Secrétaire Fête Digne Branche,1980
Astrid-Astrid Bourdon,(1957-1961),female,Jamais Début Remonter Chercher Possible Voyager Gauche,1989
Nathalie Charles-Thibault,C.1903,female,Important Mien Roi,1937
Thérèse Renault du Millet,c.1957,female,Taille Consentir Attention Scène Ferme Consentir Reste,1985
Lucy Da Costa,c.1911,female,Présent Compte Soit Moitié D'Autres Vouloir,1940
Pauline-Émilie Lacombe,(1929-1933),female,Nommer Intérieur Entier Réussir,1967
Capucine de la Ferrand,(1928),female,Pourtant Attirer Complet Large Vaste Nature,1961
Olivie Gimenez,(1954-1958),female,Acte Souffrir Rappeler Forme Rapide Seconde Traiter,1986
Claude Hervé,(1917-1921),female,Cesse Parole Plaine Sueur Cependant Tellement,1950
Dorothée-Diane Leclercq,c.1922,female,Retenir Lequel Politique École Répéter Me Tôt,1955
Lucy Roux de la Pereira,c.1960,female,Observer Contraire Condition Environ Réflexion Passé,1989
Frédérique Da Costa,(1936-1940),female,Élever Espèce Charge Dehors Dormir Crier Arrivée Général,1974
Laetitia Pinto-Hervé,(1912-1916),female,Relever Pays Coûter,1948
Jeanne Valette Le Benard,C.1954,female,Arbre Vieillard Nouveau Genre,1990
Anouk-Alexandria Girard,C.1939,female,Noire Sein Lit Machine Claire Papier Article,1968
Hélène Chauveau,c.1899,female,Instinct Voix Demain Lieu Représenter Jusque Tu,1935
Virginie Thierry,c.1917,female,Maison Souffler Tirer,1949
Margot Diaz,(1902-1906),female,Casser Crise Ainsi Convenir Prévenir Exiger Beau,1939
Julie Valette,(1958),female,Voyage Problème Cruel Connaissance Supporter Chute,1986
Renée Delahaye,c.1928,female,Représenter Bruit Prétendre Gloire Bout Visible,1962
Christelle Potier,(1953),female,Calme Saluer Croire Signer Ressembler Écraser,1983
Margot Perrin,(1919),female,Penser Vivant Difficile Extraordinaire Mentir Fait Accorder,1951
Joséphine Diaz,(1938),female,Goût Tendre Idée Creuser,1969
Charlotte Coulon,(1929-1933),female,Grâce Paysage Sac Approcher Cependant Diriger Tel,1960
Corinne Garcia,(1945-1949),female,Carte Déjà Espèce Saint Paix,1976
Christiane de Collin,(1919-1923),female,Nez Arbre Endormir Dépasser Faible,1955
Alexandria Caron,(1927-1931),female,Suffire Changer Désir Lire Drôle Chasser Roman,1958
Olivie Georges,(1913),female,Précipiter Signe Extraordinaire Nous,1944
Adrienne Ferrand Le Lejeune,(1921),female,Posséder Bien Apparaître Beaux Poussière Dans Complètement Expérience,1954
Margot Fleury-Imbert,(1941),female,Un Cesser Tendre Naissance,1971
Marcelle Lefort de Pichon,c.1939,female,Exiger Violent Fumée Baisser,1969
Alix Thibault-Tessier,c.1932,female,Bas Terreur Corps Franchir,1961
Madeleine Costa,C.1908,female,Détruire Impression Imaginer Prévoir,1940
Laurent Aubry,c.1916,m,Sans Un Adresser Doux,1951
Aimé Raymond-Charpentier,(1927),m,Exposer Escalier Voyage Forme Davantage Remonter Son,1961
Alexandre Aubry du De Oliveira,c.1923,m,Rompre Bien Profondément Habitude Malgré Animal,1955
Timothée Marion,(1917-1921),m,Vous Espace Nécessaire Écrire Fille,1953
Éric Laroche,(1910),m,Droite Impossible Terme Non Chaîne Trésor Oh,1939
Christophe-Richard Perrot,C.1943,m,Importer Presser Poser Plante,1977
Matthieu Maury-Perrin,(1935-1939),m,Fine Grand Nombre,1973
Georges de Regnier,(1943),m,Meilleur Portier Entre Aile,1975
Richard Ollivier,C.1925,m,Vêtement Tuer Lourd Mariage,1961
Christophe Bruneau,(1911),m,Ville Attacher Espérer Recevoir,1943
Marcel Traore,(1956),m,Nuage Cour Deux Travail Guerre Gouvernement Général Pointe,1985
Daniel Wagner,(1916-1920),m,Secours Poids Crier Rare,1947
Adrien Mary,c.1949,m,Veille Vin Cri Famille,1983
Honoré de Rey,(1939),m,Solitude Découvrir Travailler Souvenir Le Pourtant,1973
Léon Ledoux-Maréchal,C.1915,m,Jambe Tuer Caractère Lit Douleur Midi Garder Trait,1951
Sébastien Fischer,(1919-1923),m,Abri Vieux Environ,1955
Tristan Alves,(1927-1931),m,Réserver Voyage Chien Étroit Allumer Rouge Assister Large,1959
Nicolas Fouquet de la Lefort,C.1908,m,Voyage Champ Que Salut,1941
Matthieu Albert-Germain,c.1939,m,Remplacer Éclat Enfant Soirée Dehors Pendant,1971
Yves-Olivier Blin,(1941),m,Dieu Heure Justice Appartenir,1977
Yves Becker,c.1913,m,Face Dégager Croix Nation,1941
Patrick Le Duhamel,(1950-1954),m,Bientôt Manger Envie Immobile Espoir Ce Enfin Poste,1989
Olivier Daniel de Arnaud,C.1905,m,Armée Signe Secret,1938
Gilles Lopes,c.1951,m,Été Flamme Suivant Robe Puisque Espace Asseoir,1980
Alfred Morvan,(1953),m,Douter Nom Juste Nuit Souvent Parti,1982
Hugues Da Silva,(1917-1921),m,Moi Entendre Humain Sombre Unique Vin Vous Haut,1949
Matthieu Bourdon-Gallet,(1942-1946),m,Noire Autre Être Détail Crise Jusque Malheur,1977
Jérôme Renard,(1935-1939),m,Remarquer Aujourd'Hui Matière Prince,1971
Paul Laroche,C.1937,m,Fou Voyage Venir Compagnie Demeurer,1966
Rémy-Pierre Fabre,(1912),m,Importer Animer Marchand Famille Dehors Gagner Vendre,1948
Aimé Cohen,(1902-1906),m,Précieux Pouvoir Contenter Barbe Inviter,1939
Victor Noël,(1942),m,Commun Étoile Caractère Soirée,1971
Patrick Langlois,C.1921,m,Noir Grâce Lier Battre,1950
Thibaut Marques,(1909-1913),m,Solitude Vivant Habiller Fait Avoir,1946
Michel Rey,c.1921,m,Crise Rideau Esprit Ouvrage,1956
Timothée du Marion,C.1956,m,Dresser Appartement Prison Manger,1989
Emmanuel-Louis Lefort,c.1937,m,Perte Pays Groupe Chambre Vingt Vêtir,1968
Xavier Roussel,(1958),m,Salle Eh Mort Docteur Main Connaître Tantôt,1986
Lucas Martinez,C.1918,m,Haut Pied Souvent Empêcher Dehors Former Appuyer Est,1949
Gilles Pineau-Lebreton,(1906),m,Colère Avancer Droit Secret Souvent Neuf,1942
Aimé Lambert,C.1917,m,Quelque Journal Pont Amour Parler Sien,1953
Pierre Paul-Bouchet,(1913-1917),m,Long Fumée Dur Solitude,1951
Robert Pires,(1923-1927),m,Propos Du Complet Heureux Avant Scène,1956
Honoré Germain,(1924-1928),m,Ce Gris De Honte Chercher Effet Simple,1955
René Lebon,C.1912,m,Assez Important Chance Arriver Escalier Effort,1946
Daniel Chartier,(1930),m,Durant L'Un Page Lendemain Rencontre Pendre,1962
Richard de la Morvan,C.1904,m,Lorsque Ouvrage Marche Cas Devenir Pleurer,1937
Benjamin Dupré,c.1951,m,Connaissance Cesse Ce Craindre Yeux Digne,1979
Rémy Antoine,C.1948,m,Chanter Ressembler Voyage Commun Libre Bras,1979
Marcel Guibert-Louis,(1950),m,Grâce Voile Donner Élever Beaux Jeu Élever Veiller,1978
Jacques Renault-Coulon,C.1922,m,Corps Entendre Réveiller Siège,1958
David-Isaac Le Goff,C.1919,m,Mémoire Secrétaire Rideau Situation Nature Réussir Près,1954
Alfred Hubert,c.1951,m,Chaud Pont Après Est,1979
Philippe Lemaître,(1943),m,Plaisir Haine Mort Particulier François Palais Je Ci,1978
Julien Noël,c.1920,m,Lors Occuper Homme Nature,1953
Martin Lesage de la Poulain,c.1913,m,Distinguer Enlever Social Premier Ressembler,1945
Bernard Da Silva du Perez,C.1914,m,Lui Dent Nez Précieux Expérience Importance Rejoindre,1946
Benjamin Jacques-Peltier,(1908),m,Secours Tempête Goût Flot Franc Étaler Trembler Théâtre,1939
Jules Nicolas du Pruvost,c.1919,m,Animer Face Discuter Nu Voyager Part,1947
Xavier Teixeira,c.1907,m,Usage Rencontre Précieux Profondément Distinguer,1938
Isaac Rodrigues-Gilbert,(1916),m,Pouvoir Commencer Espoir Oeuvre Achever Visite Veiller Révéler,1947
Benoît de Navarro,c.1937,m,Huit Condition Souvenir Contenter Bord Pauvre Rapide Dans,1967
Franck Pelletier,(1929-1933),m,Fonder Endroit Particulier Part Joli,1965
Sébastien Vallée,(1940-1944),m,Causer Mais Poursuivre Condition Guerre Corps,1977
Guillaume Boyer,c.1906,m,Jour Santé Tenir,1940
Guy Gauthier,C.1946,m,Drôle Seigneur Verre Parler Puisque,1981
Frédéric Bègue-Morel,(1912),m,Partager Refuser Poussière Mot Cher Ce,1942
Matthieu Hamel,c.1923,m,Supérieur Pendre Sien Époque Armée Alors Médecin Centre,1951
Louis Martel de la Pinto,c.1945,m,Peser Hésiter Surtout Pitié Plein Indiquer Angoisse,1981
Bernard Breton,(1902),m,Trente Temps Avec Sein Soit Toucher,1935
Aimé Robert de la Dupont,C.1950,m,Chemin Tache Million Ressembler Presque Là Emmener,1984
David Neveu,C.1937,m,Interrompre Terrain Claire Secret Désirer Mine Complètement,1970
Auguste Courtois,c.1927,m,Toi Revoir Sous Yeux Instant Passer,1959
Grégoire Fabre de la Carpentier,(1918),m,Ensuite Triste Danger Poésie,1947
Robert Verdier,(1962),m,Moi Chair Roman Cacher,1990
Luc Ledoux,(1916),m,Ou Ça Quelqu'Un Moyen,1952
Antoine Leblanc,C.1947,m,Coucher Traverser Route Article Pendre Bien Reculer,1976
Benoît Valette,(1931-1935),m,De Sauver Réunir Vérité Faute,1969
William Ramos de la Garnier,(1913),m,Défendre Morceau Chaîne Seconde Cher,1949
Victor Besson-Laine,(1916),m,Près Puis Joie,1952
Roger Techer,(1902-1906),m,Position Si Fer Train Ventre Carte Action Essayer,1937
Matthieu Colin,(1906-1910),m,Prince Ruine Serrer Renverser Croire Mener Répéter,1938
Emmanuel Delmas-Renault,C.1953,m,Vague Sentiment Image,1986
Gabriel Monnier,(1929),m,Regard Moi Violent Taille Rapport Ça Malheur Ramener,1963
Guillaume du Lombard,(1937-1941),m,Social Ne Devant Aucun Propre,1972
Timothée Dos Santos,C.1941,m,Mériter Renoncer Masse Naturellement Gris,1973
Thibault Lambert du Colas,c.1923,m,Décider Joue Résister Visage Parcourir,1951
Louis Le Boulay,(1929),m,Pourquoi Drôle Salle Cuisine Armée Humain,1959
Martin Dufour,C.1912,m,Fleur Toit Société Printemps,1941
Alexandre-Olivier Torres,(1947-1951),m,Véritable Durer Lui Minute Parfois Nerveux Ensemble,1980
David Le Joubert,(1935-1939),m,Aspect Doute Maintenir Abandonner Saisir Compagnon Paysage,1970
Thibault Pages,(1926),m,Garde Police Offrir Soi Mourir Remplir Ferme,1957
Thibault Blot,c.1931,m,Sein Chambre Homme Autrement Livre,1960
Benjamin Nguyen,c.1941,m,Cent Surprendre Intérieur Agiter Autrefois Devenir Conclure Lentement,1977
Jacques Bouchet,(1935),m,Poésie Course Patron Rideau Dur Fermer Devant Éclater,1967
Thomas Marion de Loiseau,(1935),m,Hors Vraiment Tête Installer Magnifique Circonstance,1963
Thibault Munoz,C.1933,m,Compter Accuser Même Interroger Possible Mon Y,1964
Marcel Weiss,(1941-1945),m,Quelque Exiger Danser Règle Cinquante Derrière,1973
Pierre-Bertrand Perrier,C.1921,m,Exécuter Avancer École Fin Contraire,1954
Laurent Perret,c.1919,m,Cent Vraiment Souvenir Rocher Conduire Fille Couche,1951
Adrien Merle,(1937),m,Idée Verser Joie Chef Jamais Sembler,1971
Denis Moreau,c.1932,m,Roi Visite Rester,1966
Xavier Weber Le Diaz,C.1938,m,Traiter Diriger Car Neuf Noir Sac,1968
Jules Klein,c.1905,m,Instant Pencher Avant Digne,1938
Victor de la Boucher,(1925-1929),m,Pays Écraser Suite Franc Sauter,1959
François Normand,C.1955,m,Haïr Dehors Dépasser Plein Imposer,1988
Marc Leclerc,(1956-1960),m,Bas Dresser Vue Respect,1987
Honoré Lamy,C.1908,m,François Passage Difficile Patron Fort Âme Officier,1939
Charles Barbier de Collet,c.1909,m,Menacer Patron Difficile Bon Veiller Rentrer Interrompre,1938
Roger-Isaac Simon,C.1946,m,Mauvais Partir Me Créer Roi Direction,1981
Aimé Diaz,(1930-1934),m,User Acte Partager Pied,1961
Thierry Bourdon,(1941-1945),m,Éclater Mari Mort Autorité Roman Bureau Poésie,1980
Guy Denis de la Fontaine,c.1932,m,Crainte Offrir Roman Beau Est Religion Vivant Sur,1965
Michel Pires-Guilbert,(1917),m,Couleur Ordre Prévenir Mener Heure,1951
Guy de Joseph,(1928),m,Service Tellement Regard Mille Raison Plein Lueur,1956
Grégoire du Roche,(1936),m,Prendre Drôle Coup Encore,1966
William Toussaint,c.1956,m,Cri Vision Arbre Abandonner Casser Sourire Musique,1984
Yves De Sousa,(1901-1905),m,Réflexion Position Long Tour Révolution,1935
Gilbert Grégoire,C.1960,m,Portier Parcourir Chacun Attirer Bas Puis Fermer Là,1990
Gilbert Le Roux,c.1921,m,Enlever Nécessaire Inconnu Trésor Miser,1957
Alphonse Da Silva,(1919-1923),m,Meilleur Tenir Impression Oublier,1957
Alphonse Robert,(1926),m,Été Devoir Diriger Musique Taille Ce Dangereux Marquer,1961
Alphonse Grenier-Pons,c.1948,m,Quarante Admettre Réflexion Commander Emporter Joli,1979
Arthur Joly,c.1914,m,Saluer Deviner Contenir Naturel Devant Arrière Leur,1948
Denis Lejeune,(1905-1909),m,Traîner Habitude Remarquer Cependant Peur Marchand,1940
Thierry Benoit du Gaudin,(1955-1959),m,Visite Approcher Est Autrement,1988
Thierry Bonnin,c.1927,m,Écarter Présence Agiter Coin,1959
Augustin Lejeune,c.1953,m,Réclamer Pourquoi Construire Droite Nerveux Oser,1981
Alexandre du Julien,(1951),m,Oreille Vide Propos Sens Force,1983
Émile Delorme,(1949-1953),m,Employer Détacher Voir Représenter Époque,1988
Christophe Pruvost,(1901-1905),m,Travail Français Naturel,1935
Laurent Martinez-Baudry,C.1933,m,Réflexion Faim Roi Ce,1969
Arthur Girard,(1913-1917),m,Séparer Vol Certes Chien Poitrine Debout Cependant Rose,1950
Franck Hamel du Lagarde,C.1953,m,Longtemps Chance Puisque Quelqu'Un Souvenir Bande Bande,1985
Adrien de Bazin,C.1920,m,Rencontrer Liberté Mien Poitrine,1952
Martin Ribeiro,C.1935,m,Plaisir Malgré Donner Affirmer Rencontre,1963
Olivier-Guillaume Briand,(1920),m,Dehors Saint Parce Que,1952
Émile Roy-Morvan,(1936-1940),m,Succès Imposer Cesser Feu Bureau Etc Obliger,1968
Philippe Barre,(1938),m,Quitter Savoir Route Comme,1971
Thomas Meunier du Bousquet,C.1935,m,Mariage Coup Odeur Un Vérité Confondre Souffler Inconnu,1970
Gilbert Roche,(1954-1958),m,Inquiéter Rayon Preuve Saint Ruine Chien Pleurer,1989
Luc Thibault de la Lemaire,C.1952,m,Vague Fait Ministre Ou Journée Continuer Conversation,1985
Jean-André Rolland,(1950),m,Ensemble Son Refuser Soit,1981
Roland Perret Le Colas,(1942),m,Lien Moins Établir Dessiner,1975
Gilles Normand,(1903-1907),m,Intérêt Avoir Avant Mari Vent,1939
Augustin Girard du Gimenez,(1950),m,Descendre Absence Heure Rencontrer,1982
Roland Baron,C.1918,m,Véritable Côté Paysan Village Deux Reposer Emmener Pendre,1954
Timothée-Étienne Guillaume,(1921-1925),m,Milieu Lit Marier Point Retomber,1952
Roger-Gérard Coste,c.1925,m,Comme Vraiment Folie Cas,1958
Éric Regnier,c.1912,m,Préparer Vent Si Loi,1948
Alain de Raynaud,(1906-1910),m,Tu Pays Parfois Miser,1942
Jacques Pires-Chauvet,(1951-1955),m,Mensonge Lueur Rôle Savoir Hasard,1984
Isaac Huet,C.1916,m,Partout Raconter Paupière Acheter,1947
Alexandre Bonnet,C.1949,m,Odeur Revenir Prochain Saluer,1984
Martin Hervé-Guillot,(1905-1909),m,Considérer Depuis Renoncer Apprendre Couche,1942
Thierry Boyer Le Bertrand,c.1954,m,Papier Accomplir Type,1984
Robert Rémy-Techer,(1947),m,Quelqu'Un Sombre Rond Parmi Mode Là,1979
Benjamin Hamon,c.1949,m,Oreille But Dix Classe Demain,1985
Xavier Bernard,C.1908,m,Demain Absolument Toit Intérêt Se Lien Réfléchir,1938
Emmanuel Chauvet,(1935-1939),m,Disposer Ou Fort,1971
Bernard Robert,c.1919,m,Cheval Prochain Pluie Large Tâche,1949
Joseph Perez,c.1904,m,Creuser Direction Honte Dent Achever Rentrer Prière,1937
Benoît Perrot,(1918),m,Premier Chant Cependant Voyage Roi,1948
Éric Leconte du Pottier,C.1952,m,Plaire Sein Gris Cinq,1982
Gilbert Brunel,(1918),m,Affirmer Former Appartenir,1950
William Lebreton de Germain,(1916),m,Court Comme Étonner Sec Satisfaire,1949
Olivier de la Sauvage,(1900-1904),m,Poussière Dernier Nouveau Perte,1937
Rémy Colin,(1938),m,Direction Pur Recherche Désormais,1973
Marcel Renaud,(1933-1937),m,Fer Ici Président Haut École Miser,1964
Stéphane Henry,c.1958,m,Sommet Imaginer Pendre Soldat Marier Trop Envie,1988
Maurice Laporte-Becker,c.1951,m,Forcer Interrompre Inventer Détacher Faveur Contre Taille,1985
Thibault Benoit,C.1919,m,Passer Certes Plaire Cela Trop Milieu Abandonner,1947
Gérard Leconte-Pasquier,(1952),m,Expliquer Occuper Enfance Céder,1983
Michel Maréchal,C.1935,m,Âge Tourner Expérience,1970
Christophe Lemonnier,(1956),m,Nez Trop Président,1990
Aimé Masson,(1920),m,Me Raconter Subir Construire Grâce Terminer Supérieur,1949
Timothée Valette de Lecomte,C.1925,m,Sans Cause Idée,1960
Grégoire Chevalier-Schneider,(1926-1930),m,Terreur Sembler Service Herbe Musique Loi,1960
Sébastien Leroux-Hernandez,C.1938,m,Mille Erreur Véritable Toi Envie Promettre Aide Dégager,1972
Michel de Renaud,c.1938,m,Indiquer Crainte Feu Écarter,1966
Robert de Richard,(1919-1923),m,Ignorer Village Conscience Fonction,1952
Noël Lévêque,C.1933,m,Dire Briser Écouter Pleurer Porte Place,1965
Théodore Jacquet,(1939-1943),m,Certain Résister Enfance Écraser,1974
Georges Girard,(1940-1944),m,Éclater Ou Ensemble Armer De,1979
Matthieu Teixeira,(1960),m,Armée Social Dégager Quinze Hasard,1989
Rémy Lemaître,C.1932,m,Éteindre Fine Rouler Officier Chez Fixer Confiance,1965
Victor Lamy-Roy,(1952-1956),m,Chez Lier Phrase Voisin,1990
Gérard Pelletier du Ferreira,(1907-1911),m,Oncle Quitter Empêcher Nourrir Banc,1943
Robert Hubert-Jacob,(1913),m,Eh Inutile Trop Trou Lueur Mot Silence,1942
Stéphane Guillon,c.1928,m,Vert Âme Franchir Lune Tirer Seulement Froid,1959
Bertrand Deschamps,(1932-1936),m,Recevoir Sec Beau Désespoir,1964
Denis de Brunet,C.1924,m,Étendre Demain Défendre Complètement Saison Habiter Ouvert Politique,1959
Stéphane Antoine,C.1903,m,Alors Saisir Cabinet Long Fixe,1938
Adrien Lebon,c.1913,m,Son Ou Retour Pas Déjà,1944
Alphonse Lambert,(1943-1947),m,Cas Précipiter Mode Marquer Vieux Chant Plaisir Souvenir,1979
Matthieu Fernandes du Hoarau,C.1949,m,Cas Regard Jaune Colon,1980
Richard-Franck Martel,c.1910,m,Douleur Enfoncer Enfin Voler Avancer,1942
Marc-Augustin Diallo,(1945),m,Siège Sonner Tranquille Jeunesse Source Calme,1977
Patrick Charles,(1952),m,Tu Bientôt Gros Recherche Ciel Joue Sept,1987
Guy de la Lenoir,C.1951,male,Résoudre Fait Surveiller Ignorer Prochain Entendre Solitude,1984
François Launay,C.1920,male,Riche Air Approcher Connaître,1950
Arthur Pottier,(1925),male,Attitude Point Cour Blanc Engager Dimanche Rejeter,1960
Auguste de Guibert,(1935),male,Intelligence Million Saint Battre Nouveau Essayer Prévoir Cuisine,1965
Emmanuel Blanc,c.1922,male,Considérer Défaut Poussière François Vraiment Tout Côté,1954
Alfred Joly,c.1947,male,Guerre Coin Lendemain Inquiéter Claire Toile,1981
Pierre Maury,c.1923,male,Bras Mine Presser Puis Quelqu'Un,1956
Marc-Étienne Millet,(1907-1911),male,Davantage Voisin Odeur,1939
Richard Perrot,(1927-1931),male,Rencontrer Manquer Bien Sérieux,1965
Bertrand Ramos du Guillou,C.1920,male,Accomplir Tendre Théâtre,1951
Lucas Girard,(1914-1918),male,Beaucoup Ombre Grâce Instinct Entre,1947
Gilles Bonneau,c.1918,male,Remarquer Que Certain Second Avant Non De,1946
Auguste-Victor Blanchet,(1949),male,Professeur Peine Lisser Connaissance Salle Visite,1978
Antoine Delmas,(1943-1947),male,Te Rapidement Ferme Vingt,1981
Frédéric Courtois,(1929-1933),male,Devant Importance Réclamer Prison Oui,1960
Michel Bouvier,c.1941,male,Etc Interrompre Projet Presser,1977
Julien-Guillaume Benard,(1905-1909),male,Importer Sentir Bon,1937
Thomas Blin,(1919-1923),male,Résoudre Pourtant Air Poursuivre Ouvert Phrase,1953
Victor-Stéphane Vidal,c.1925,male,Faute Prix Arbre Lequel,1958
Robert-Timothée Merle,(1946-1950),male,Faire Complet Jambe Poitrine Observer,1985
Noël Auger,C.1922,male,Sentir Mince Manquer Cependant Jambe Diriger Île,1954
Jules Schmitt Le Maillet,(1939-1943),male,Médecin Cinquante Ancien Subir Capable Accomplir Sommeil,1977
