Period;Currency;Rate
2022-08-03;GBP;0.83629
2022-08-09;MXN;20.7145
2022-08-12;MXN;20.4925
2022-08-14;SEK;10.4515
2022-08-17;MXN;20.3825
2022-08-20;USD;1.0054
2022-08-20;AUD;1.4584
2022-08-23;SEK;10.6063
2022-09-01;GBP;0.86473
2022-09-05;USD;0.992
2008-02-19;SEK;9.3164
2008-02-20;CAD;1.4899
2008-02-22;MXN;16.0195
2008-02-26;MXN;16.0096
2008-02-29;CAD;1.4895
2008-03-07;GBP;0.7647
2008-03-12;USD;1.5477
2008-03-16;SEK;9.4361
2008-03-17;USD;1.577
2008-03-21;CAD;
2008-03-24;USD;
2008-04-03;GBP;0.7832
2008-04-14;MXN;16.7212
2008-04-16;GBP;0.8061
2008-04-16;SEK;9.4038
2008-04-23;CAD;1.6154
2008-04-29;USD;1.5571
2008-05-01;CAD;
2008-05-10;GBP;0.7938
2008-05-15;USD;1.5474
2008-05-20;USD;1.5639
2008-05-21;MXN;16.3422
2008-05-25;AUD;1.6376
2008-05-23;CAD;1.5533
2008-05-25;SEK;9.3024
2008-05-26;GBP;0.79655
2008-06-01;MXN;16.0105
2008-06-05;GBP;0.7897
2008-06-20;AUD;1.6352
2008-06-23;AUD;1.6305
2008-06-24;CAD;1.5823
2008-07-13;CAD;1.609
2008-07-20;AUD;1.6288
2008-07-27;AUD;1.6438
2008-08-04;GBP;0.79165
2008-08-05;SEK;9.4622
2008-08-21;SEK;9.3825
2008-08-27;AUD;1.7114
2008-08-28;CAD;1.5456
2008-09-09;CAD;1.503
2008-09-20;MXN;15.201
2008-09-30;GBP;0.7903
2008-10-03;GBP;0.78355
2008-10-06;CAD;1.4787
2008-10-08;AUD;2.0022
2008-10-10;USD;1.3579
2008-10-14;MXN;16.3401
2008-10-16;GBP;0.78265
2008-10-20;GBP;0.77165
2008-10-21;MXN;17.4029
2008-10-25;SEK;9.9815
2008-11-01;SEK;9.906
2008-11-05;AUD;1.8609
2008-11-21;USD;1.2602
2008-11-22;CAD;1.6151
2008-11-23;CAD;1.6151
2008-11-26;SEK;10.3173
2008-11-27;USD;1.29
2008-12-10;GBP;0.87325
2008-12-12;GBP;0.89235
2008-12-18;USD;1.4616
2008-12-23;AUD;2.0442
2008-12-23;SEK;10.9555
2008-12-25;SEK;
2008-12-30;SEK;10.95
2009-01-04;GBP;0.961
2009-01-02;MXN;19.1718
2009-01-14;GBP;0.9083
2009-01-21;AUD;1.9937
2009-01-23;CAD;1.6087
2009-01-27;USD;1.3174
2009-01-29;USD;1.3111
2009-01-29;CAD;1.5963
2009-02-01;CAD;1.5895
2009-02-16;USD;1.2765
2009-02-17;GBP;0.8851
2009-02-18;USD;1.2596
2009-02-18;GBP;0.8846
2009-02-26;CAD;1.5885
2009-02-27;CAD;1.5985
2009-03-03;AUD;1.9619
2009-03-11;CAD;1.6325
2009-03-11;GBP;0.9255
2009-03-12;MXN;19.2753
2009-03-21;AUD;1.9685
2009-04-10;USD;
2009-04-21;USD;1.2932
2009-04-25;USD;1.3232
2009-05-05;AUD;1.7998
2009-05-05;MXN;17.759
2009-05-12;USD;1.3683
2009-05-14;SEK;10.771
2009-05-23;MXN;18.3767
2009-05-27;USD;1.3901
2009-05-31;MXN;18.434
2009-06-05;SEK;10.925
2009-06-11;MXN;19.0474
2009-06-27;GBP;0.8543
2009-07-03;GBP;0.85625
2009-07-12;AUD;1.794
2009-07-12;MXN;19.0303
2009-07-14;GBP;0.85755
2009-07-19;AUD;1.7621
2009-07-23;SEK;10.7567
2009-07-27;CAD;1.5433
2009-07-31;GBP;0.8556
2009-08-02;SEK;10.3358
2009-08-04;MXN;18.9279
2009-08-09;MXN;18.7072
2009-08-07;SEK;10.3008
2009-08-14;USD;1.4294
2009-08-15;GBP;0.8616
2009-08-19;SEK;10.2585
2009-08-20;USD;1.4243
2009-08-25;AUD;1.7054
2009-08-30;SEK;10.148
2009-08-31;SEK;10.2191
2009-09-06;CAD;1.5581
2009-09-05;GBP;0.872
2009-09-10;GBP;0.87575
2009-09-13;CAD;1.5728
2009-09-18;USD;1.4705
2009-09-27;MXN;19.7957
2009-09-28;GBP;0.92265
2009-09-29;MXN;19.7575
2009-10-15;MXN;19.4889
2009-10-18;GBP;0.91175
2009-10-18;MXN;19.5379
2009-10-18;SEK;10.3907
2009-10-21;AUD;1.6175
2009-11-01;AUD;1.6274
2009-11-04;CAD;1.5682
2009-11-08;USD;1.4862
2009-11-22;USD;1.4815
2009-11-30;CAD;1.5882
2009-12-02;AUD;1.6262
2009-12-11;MXN;19.0144
2009-12-14;AUD;1.6071
2009-12-19;CAD;1.5295
2009-12-22;GBP;0.89305
2009-12-24;USD;1.4398
2009-12-24;SEK;10.4543
2009-12-27;CAD;
2009-12-31;AUD;1.6008
2010-01-01;GBP;
2010-01-12;USD;1.4481
2010-01-28;CAD;1.4824
2010-01-28;GBP;0.8616
2010-02-08;GBP;0.8761
2010-02-16;GBP;0.8705
2010-02-17;GBP;0.869
2010-02-21;CAD;1.4215
2010-02-25;CAD;1.4278
2010-02-26;AUD;1.524
2010-03-07;GBP;0.9025
2010-03-05;MXN;17.2152
2010-03-08;MXN;17.2346
2010-03-13;MXN;17.2641
2010-03-24;MXN;16.7078
2010-04-06;AUD;1.4521
2010-04-06;GBP;0.8824
2010-04-19;SEK;9.698
2010-04-21;CAD;1.3335
2010-04-27;SEK;9.577
2010-05-19;USD;1.227
2010-06-01;MXN;15.7893
2010-06-04;AUD;1.4364
2010-06-08;USD;1.1942
2010-06-10;SEK;9.5775
2010-06-12;USD;1.2127
2010-06-13;GBP;0.8293
2010-06-15;SEK;9.6215
2010-06-24;MXN;15.5899
2010-06-27;MXN;15.6183
2010-06-30;CAD;1.289
2010-07-04;SEK;9.552
2010-07-19;CAD;1.3667
2010-07-21;GBP;0.83945
2010-08-02;AUD;1.4348
2010-08-04;CAD;1.3508
2010-08-06;AUD;1.4356
2010-08-08;AUD;1.4356
2010-08-11;CAD;1.3504
2010-08-13;CAD;1.3329
2010-08-19;USD;1.2836
2010-08-25;USD;1.2613
2010-09-08;SEK;9.271
2010-09-14;AUD;1.3758
2010-09-23;MXN;16.8776
2010-09-27;USD;1.3477
2010-10-04;USD;1.3705
2010-10-04;MXN;17.2053
2010-10-06;CAD;1.4018
2010-10-06;SEK;9.2993
2010-10-13;MXN;17.29
2010-10-19;CAD;1.4217
2010-10-23;AUD;1.4198
2010-10-22;MXN;17.242
2010-10-30;SEK;9.361
2010-11-08;GBP;0.8627
2010-11-17;GBP;0.84895
2010-11-24;GBP;0.8438
2010-11-25;USD;1.3321
2010-12-07;CAD;1.3386
2010-12-08;MXN;16.5427
2010-12-14;CAD;1.3531
2010-12-15;AUD;1.3436
2010-12-19;MXN;16.4795
2011-01-01;GBP;0.86075
2011-01-03;AUD;1.3085
2011-01-21;AUD;1.3666
2011-01-26;AUD;1.3725
2011-01-29;USD;1.371
2011-01-30;MXN;16.5103
2011-02-03;USD;1.3745
2011-02-03;CAD;1.3596
2011-02-09;GBP;0.85
2011-02-12;CAD;1.3464
2011-02-14;AUD;1.343
2011-02-21;AUD;1.3521
2011-02-24;GBP;0.8513
2011-02-27;AUD;1.3577
2011-03-16;CAD;1.374
2011-03-24;SEK;8.9455
2011-03-26;USD;1.4115
2011-03-30;USD;1.409
2011-03-30;SEK;8.9185
2011-04-01;CAD;1.3686
2011-04-03;GBP;0.8815
2011-04-05;AUD;1.373
2011-04-06;AUD;1.3766
2011-04-10;AUD;1.3687
2011-04-09;MXN;16.8978
2011-04-13;USD;1.4493
2011-04-13;CAD;1.3938
2011-04-13;SEK;9.03
2011-04-14;CAD;1.3906
2011-04-29;MXN;17.1186
2011-05-22;MXN;16.5655
2011-05-26;SEK;8.901
2011-05-29;AUD;1.3346
2011-06-04;USD;1.4488
2011-06-05;GBP;0.8875
2011-06-10;USD;1.4486
2011-06-10;MXN;17.0689
2011-06-16;USD;1.4088
2011-06-18;CAD;1.3967
2011-06-18;SEK;9.1887
2011-06-22;MXN;16.9666
2011-06-22;SEK;9.155
2011-06-26;SEK;9.1802
2011-06-27;USD;1.4205
2011-07-01;CAD;1.3964
2011-07-04;GBP;0.9015
2011-07-05;CAD;1.3929
2011-07-10;MXN;16.4491
2011-07-19;USD;1.416
2011-07-27;MXN;16.8134
2011-08-03;SEK;9.0875
2011-08-05;SEK;9.207
2011-08-08;MXN;17.2718
2011-08-13;GBP;0.87635
2011-08-12;MXN;17.514
2011-08-16;GBP;0.8785
2011-08-24;SEK;9.1234
2011-08-29;USD;1.4487
2011-09-08;MXN;17.5311
2011-09-14;CAD;1.3583
2011-09-16;AUD;1.3306
2011-09-17;SEK;9.161
2011-09-23;CAD;1.3856
2011-10-02;CAD;1.4105
2011-10-02;SEK;9.258
2011-10-08;USD;1.3434
2011-10-13;MXN;18.3118
2011-10-15;USD;1.3807
2011-10-19;CAD;1.3981
2011-10-20;CAD;1.4015
2011-10-26;MXN;18.7532
2011-10-29;MXN;18.585
2011-11-04;GBP;0.86125
2011-11-07;SEK;9.0845
2011-11-09;AUD;1.333
2011-11-16;MXN;18.3301
2011-11-18;SEK;9.1606
2011-11-26;AUD;1.3664
2011-12-01;SEK;9.1258
2011-12-03;USD;1.3511
2011-12-04;GBP;0.8602
2011-12-10;MXN;18.3191
2011-12-14;MXN;18.0475
2011-12-21;GBP;0.8323
2011-12-21;MXN;18.0666
2011-12-25;SEK;8.9648
2011-12-28;MXN;18.2846
2011-12-30;AUD;1.2723
2012-01-01;MXN;18.0512
2011-12-30;SEK;8.912
2012-01-04;AUD;1.2552
2012-01-09;USD;1.2728
2012-01-23;CAD;1.3129
2012-01-25;AUD;1.2367
2012-01-29;GBP;0.83685
2012-02-01;USD;1.3175
2012-02-01;CAD;1.3161
2012-02-02;USD;1.3094
2012-02-02;GBP;0.82765
2012-02-04;MXN;16.8909
2012-02-12;GBP;0.8363
2012-02-13;MXN;16.8404
2012-02-17;CAD;1.3093
2012-02-20;GBP;0.8364
2012-02-23;CAD;1.3259
2012-02-26;AUD;1.2516
2012-02-25;MXN;17.1926
2012-03-08;GBP;0.83865
2012-03-16;GBP;0.8295
2012-04-12;USD;1.3153
2012-04-13;CAD;1.3068
2012-04-16;SEK;8.8822
2012-04-30;GBP;0.81295
2012-05-03;USD;1.3123
2012-05-04;AUD;1.283
2012-05-10;MXN;17.4001
2012-05-14;GBP;0.8
2012-05-21;MXN;17.5896
2012-05-29;GBP;0.7994
2012-06-03;AUD;1.2772
2012-06-04;AUD;1.2796
2012-06-05;MXN;17.6753
2012-06-09;USD;1.2468
2012-06-08;MXN;17.6203
2012-06-13;CAD;1.286
2012-06-13;MXN;17.5102
2012-06-17;CAD;1.2901
2012-06-20;USD;1.2704
2012-06-20;SEK;8.8434
2012-06-24;MXN;17.3916
2012-06-25;AUD;1.248
2012-06-26;USD;1.2475
2012-06-29;AUD;1.2339
2012-06-30;GBP;0.8068
2012-07-02;GBP;0.8041
2012-07-07;CAD;1.2559
2012-07-08;GBP;0.7965
2012-07-16;GBP;0.7844
2012-07-17;USD;1.2281
2012-07-21;AUD;1.1739
2012-07-26;USD;1.226
2012-07-26;CAD;1.2356
2012-07-30;GBP;0.77985
2012-08-15;MXN;16.1822
2012-08-30;SEK;8.3478
2012-09-06;USD;1.2638
2012-09-10;GBP;0.7997
2013-05-29;CAD;1.3434
2013-05-31;CAD;1.3434
2013-06-02;CAD;1.3434
2013-06-07;AUD;1.3926
2013-06-18;AUD;1.4131
2013-06-20;SEK;8.6724
2013-06-21;USD;1.318
2013-06-21;GBP;0.8533
2013-06-24;AUD;1.4246
2013-06-27;SEK;8.756
2013-06-28;SEK;8.7773
2013-07-10;USD;1.2813
2013-07-13;AUD;1.4436
2013-07-20;CAD;1.3618
2013-07-25;GBP;0.8637
2013-08-08;AUD;1.4726
2013-08-09;SEK;8.6747
2013-08-14;AUD;1.4524
2013-08-17;USD;1.334
2013-08-22;MXN;17.621
2013-08-23;CAD;1.4114
2013-08-31;USD;1.3235
2013-08-30;GBP;0.85395
2013-09-10;MXN;17.2954
2013-09-12;AUD;1.4367
2013-09-27;USD;1.3537
2013-10-08;CAD;1.3994
2013-10-11;USD;1.3566
2013-10-30;AUD;1.4471
2013-11-03;GBP;0.84635
2013-11-04;AUD;1.4215
2013-11-07;MXN;17.5449
2013-11-08;GBP;0.83525
2013-11-11;SEK;8.7967
2013-11-15;SEK;8.9438
2013-11-18;SEK;8.9156
2013-11-20;CAD;1.4145
2013-11-21;USD;1.3472
2013-11-24;SEK;8.8948
2013-11-25;MXN;17.5598
2013-11-26;MXN;17.7212
2013-12-01;MXN;17.7743
2013-12-05;MXN;17.7086
2013-12-05;SEK;8.8631
2013-12-14;MXN;17.7782
2013-12-18;AUD;1.5434
2013-12-22;MXN;17.83
2013-12-31;AUD;1.5423
2014-01-18;USD;1.3584
2014-01-18;AUD;1.5455
2014-01-26;AUD;1.5715
2014-01-27;USD;1.3658
2014-01-30;USD;1.3574
2014-02-07;CAD;1.5025
2014-02-08;CAD;1.5025
2014-02-17;CAD;1.5015
2014-02-22;CAD;1.5304
2014-02-25;CAD;1.5233
2014-03-09;MXN;18.2956
2014-03-11;AUD;1.533
2014-03-19;CAD;1.5545
2014-04-01;AUD;1.4929
2014-04-02;USD;1.3795
2014-04-02;CAD;1.5191
2014-04-05;USD;1.37
2014-04-06;AUD;1.481
2014-04-07;GBP;0.8271
2014-04-10;SEK;9.0518
2014-04-11;USD;1.3872
2014-04-15;SEK;9.0902
2014-04-17;GBP;0.8243
2014-04-25;SEK;9.0927
2014-04-29;MXN;18.0903
2014-04-29;SEK;9.0555
2014-05-02;MXN;18.0622
2014-05-06;AUD;1.4932
2014-05-07;USD;1.3927
2014-06-01;GBP;0.8131
2014-06-11;CAD;1.4749
2014-06-12;GBP;0.8039
2014-06-13;AUD;1.4414
2014-06-13;MXN;17.6047
2014-06-20;CAD;1.4694
2014-06-21;GBP;0.7975
2014-06-23;GBP;0.7994
2014-06-26;USD;1.3606
2014-07-06;AUD;1.4529
2014-07-23;USD;1.3465
2014-08-06;SEK;9.2454
2014-08-17;USD;1.3388
2014-08-19;SEK;9.1529
2014-08-23;AUD;1.4248
2014-08-22;GBP;0.8003
2014-09-07;CAD;1.4085
2014-09-08;GBP;0.80235
2014-09-09;USD;1.2902
2014-09-11;GBP;0.7958
2014-09-17;CAD;1.4218
2014-09-20;AUD;1.4321
2014-09-21;MXN;16.9743
2014-09-22;AUD;1.4481
2014-09-24;USD;1.2826
2014-09-24;MXN;17.0409
2014-09-25;AUD;1.4432
2014-09-30;MXN;16.9977
2014-10-02;USD;1.2631
2014-10-02;MXN;16.954
2014-10-04;MXN;16.9048
2014-10-06;MXN;16.8044
2014-10-08;CAD;1.4131
2014-10-12;USD;1.2638
2014-10-11;AUD;1.4511
2014-10-11;CAD;1.4151
2014-10-10;SEK;9.1506
2014-10-14;CAD;1.4223
2014-10-19;CAD;1.4416
2014-10-22;SEK;9.2118
2014-10-23;SEK;9.1869
2014-10-24;MXN;17.1406
2014-10-27;CAD;1.4261
2014-11-09;AUD;1.4418
2014-11-11;USD;1.2424
2014-11-13;MXN;16.9243
2014-11-16;GBP;0.7944
2014-11-20;MXN;17.0584
2014-11-26;CAD;1.4057
2014-11-26;MXN;17.0658
2014-12-02;USD;1.2424
2014-12-02;SEK;9.2795
2014-12-05;MXN;17.499
2014-12-06;MXN;17.499
2014-12-11;AUD;1.5056
2014-12-30;AUD;1.4878
2014-12-31;USD;1.2141
2015-01-07;USD;1.1831
2015-01-09;USD;1.1813
2015-01-11;AUD;1.4506
2015-01-17;AUD;1.4113
2015-01-27;MXN;16.5181
2015-02-04;GBP;0.7516
2015-02-16;GBP;0.7421
2015-02-21;CAD;1.4073
2015-02-23;AUD;1.451
2015-02-23;MXN;17.0685
2015-02-25;CAD;1.4116
2015-03-06;SEK;9.1893
2015-03-12;AUD;1.3771
2015-03-15;AUD;1.38
2015-03-14;GBP;0.71525
2015-03-19;USD;1.0677
2015-03-21;AUD;1.3988
2015-03-23;AUD;1.3938
2015-03-26;CAD;1.3653
2015-03-28;MXN;16.4268
2015-03-31;SEK;9.2901
2015-04-11;USD;1.057
2015-04-28;AUD;1.3752
2015-04-30;CAD;1.348
2015-05-12;CAD;1.3532
2015-05-16;SEK;9.4273
2015-06-03;USD;1.1134
2015-06-04;AUD;1.4618
2015-06-19;USD;1.1299
2015-06-20;GBP;0.7134
2015-06-30;USD;1.1189
2015-07-06;MXN;17.4537
2015-07-09;GBP;0.7176
2015-07-12;MXN;17.5694
2015-07-14;CAD;1.4076
2015-07-16;GBP;0.6981
2015-07-21;AUD;1.4746
2015-07-27;AUD;1.5184
2015-07-31;MXN;17.7473
2015-08-10;SEK;9.5958
2015-08-12;USD;1.1155
2015-08-16;AUD;1.5122
2015-08-20;AUD;1.5287
2015-08-20;MXN;18.7203
2015-08-22;USD;1.1281
2015-08-23;AUD;1.5384
2015-09-10;AUD;1.5831
2015-09-14;CAD;1.4983
2015-09-21;SEK;9.33
2015-09-30;AUD;1.5939
2015-10-02;GBP;0.7358
2015-10-14;AUD;1.5722
2015-10-18;MXN;18.7145
2015-10-29;GBP;0.7167
2015-11-02;AUD;1.5457
2015-11-04;CAD;1.4292
2015-11-16;USD;1.0723
2015-11-19;AUD;1.4925
2015-11-19;CAD;1.4203
2015-11-24;AUD;1.4763
2015-11-29;MXN;17.5099
2015-12-04;MXN;18.2499
2015-12-08;USD;1.0875
2015-12-13;AUD;1.518
2015-12-11;CAD;1.4962
2015-12-15;SEK;9.2883
2015-12-18;MXN;18.4429
2015-12-21;GBP;0.72985
2015-12-30;AUD;1.499
2016-01-07;GBP;0.74545
2016-01-10;MXN;19.3231
2016-01-13;GBP;0.7502
2016-01-18;USD;1.0892
2016-01-18;MXN;19.8703
2016-01-30;USD;1.092
2016-02-11;USD;1.1347
2016-02-15;USD;1.118
2016-02-17;USD;1.1136
2016-02-18;GBP;0.77143
2016-02-28;MXN;19.9233
2016-03-07;AUD;1.4776
2016-03-09;SEK;9.292
2016-03-10;GBP;0.76728
2016-03-15;CAD;1.4832
2016-03-18;CAD;1.4627
2016-03-19;GBP;0.77855
2016-04-30;SEK;9.1689
2016-05-17;CAD;1.4631
2016-05-25;GBP;0.75925
2016-05-28;SEK;9.2673
2016-05-29;SEK;9.2673
2016-07-02;USD;1.1135
2016-07-13;USD;1.1072
2016-07-17;AUD;1.4538
2016-07-15;GBP;0.83275
2016-07-20;MXN;20.3683
2016-07-24;CAD;1.4436
2016-07-25;MXN;20.4059
2016-08-09;AUD;1.4463
2016-08-18;MXN;20.554
2016-08-28;CAD;1.4546
2016-09-14;CAD;1.4799
2016-09-14;MXN;21.4804
2016-09-30;MXN;21.7389
2016-10-05;GBP;0.88155
2016-10-08;AUD;1.4696
2016-10-11;GBP;0.90233
2016-10-11;MXN;20.9088
2016-10-16;AUD;1.4421
2016-10-23;USD;1.0886
2016-10-26;SEK;9.7368
2016-10-31;USD;1.0946
2016-11-02;MXN;21.495
2016-11-03;GBP;0.88658
2016-11-04;MXN;21.2285
2016-11-29;USD;1.0576
2016-11-30;GBP;0.8525
2016-12-01;USD;1.0627
2016-12-02;CAD;1.4157
2016-12-08;SEK;9.7228
2016-12-10;GBP;0.83935
2016-12-17;MXN;21.2528
2016-12-29;GBP;0.853
2017-01-04;MXN;22.0709
2017-01-13;USD;1.0661
2017-01-16;MXN;22.878
2017-01-18;GBP;0.86833
2017-01-19;AUD;1.4113
2017-01-21;GBP;0.86595
2017-01-25;GBP;0.85323
2017-02-07;CAD;1.4072
2017-02-09;AUD;1.3965
2017-02-10;MXN;21.5519
2017-02-13;CAD;1.3917
2017-02-19;CAD;1.3929
2017-02-18;GBP;0.8572
2017-02-19;SEK;9.4478
2017-02-20;MXN;21.7273
2017-02-22;GBP;0.8445
2017-02-22;SEK;9.47
2017-02-24;USD;1.0609
2017-02-26;USD;1.0609
2017-02-24;MXN;20.8929
2017-03-02;AUD;1.384
2017-03-13;MXN;20.9398
2017-03-17;USD;1.0737
2017-03-20;SEK;9.5078
2017-03-23;GBP;0.86273
2017-04-02;MXN;20.0175
2017-04-03;AUD;1.4012
2017-04-03;CAD;1.4229
2017-04-04;AUD;1.4109
2017-04-09;CAD;1.4256
2017-04-11;CAD;1.4139
2017-04-12;USD;1.0605
2017-04-20;SEK;9.6203
2017-04-23;GBP;0.8372
2017-05-02;AUD;1.4518
2017-05-08;SEK;9.659
2017-05-11;MXN;20.605
2017-05-12;GBP;0.84588
2017-05-18;GBP;0.85363
2017-06-09;CAD;1.5098
2017-06-13;CAD;1.4892
2017-06-16;GBP;0.87453
2017-06-19;MXN;20.1198
2017-07-24;SEK;9.5883
2017-08-11;MXN;21.1711
2017-08-14;GBP;0.90935
2017-08-26;GBP;0.92083
2017-08-29;GBP;0.92965
2017-08-31;SEK;9.4818
2017-09-02;SEK;9.4778
2017-09-05;CAD;1.4732
2017-09-10;AUD;1.4881
2017-09-13;CAD;1.4542
2017-09-16;SEK;9.5058
2017-09-18;CAD;1.4581
2017-09-19;SEK;9.5261
2017-09-20;GBP;0.8868
2017-10-02;USD;1.1744
2017-10-06;GBP;0.89535
2017-10-09;CAD;1.4731
2017-10-24;MXN;22.4841
2017-10-29;SEK;9.739
2017-11-08;AUD;1.5094
2017-11-09;USD;1.163
2017-11-10;SEK;9.743
2017-11-13;MXN;22.3482
2017-11-15;USD;1.184
2017-11-19;GBP;0.89385
2017-11-17;SEK;9.9443
2017-11-20;AUD;1.5592
2017-11-20;MXN;22.3489
2017-11-23;MXN;22.0927
2017-11-24;GBP;0.8912
2017-11-30;GBP;0.87985
2017-12-02;USD;1.1885
2017-12-03;SEK;9.9487
2017-12-07;USD;1.1786
2017-12-15;USD;1.1806
2017-12-15;SEK;9.9583
2017-12-18;USD;1.1795
2017-12-21;MXN;22.9004
2017-12-28;MXN;23.4672
2018-01-04;MXN;23.3216
2018-01-06;SEK;9.8318
2018-01-14;GBP;0.88983
2018-01-18;USD;1.2235
2018-01-18;SEK;9.8305
2018-01-26;AUD;1.538
2018-02-01;SEK;9.803
2018-02-09;GBP;0.8874
2018-02-10;MXN;23.0932
2018-02-15;SEK;9.918
2018-02-19;GBP;0.8859
2018-02-26;AUD;1.571
2018-03-02;CAD;1.5858
2018-03-05;USD;1.2307
2018-03-13;AUD;1.5683
2018-03-13;MXN;22.918
2018-03-16;MXN;23.0385
2018-04-07;CAD;1.565
2018-04-07;SEK;10.2983
2018-04-19;SEK;10.3778
2018-04-24;CAD;1.5662
2018-04-24;SEK;10.3775
2018-04-25;AUD;1.6118
2018-04-26;USD;1.2168
2018-04-27;AUD;1.5975
2018-04-28;GBP;0.877
2018-05-06;GBP;0.88235
2018-05-19;MXN;23.2982
2018-05-22;CAD;1.5066
2018-05-24;GBP;0.87475
2018-05-26;AUD;1.5424
2018-05-27;CAD;1.5126
2018-05-28;MXN;22.765
2018-05-29;GBP;0.87143
2018-06-02;SEK;10.2943
2018-06-08;GBP;0.87733
2018-06-08;MXN;24.0774
2018-06-10;MXN;24.0774
2018-06-11;MXN;24.0675
2018-06-17;MXN;24.0902
2018-06-18;SEK;10.2223
2018-07-07;GBP;0.88595
2018-07-11;CAD;1.5421
2018-07-12;SEK;10.335
2018-07-23;USD;1.1716
2018-07-24;USD;1.1706
2018-07-27;USD;1.1625
2018-08-04;SEK;10.3193
2018-08-09;MXN;21.5453
2018-08-18;MXN;21.7831
2018-08-21;SEK;10.5118
2018-08-24;GBP;0.902
2018-08-29;USD;1.166
2018-09-09;CAD;1.5238
2018-09-16;USD;1.1689
2018-09-21;AUD;1.6154
2018-09-26;AUD;1.6202
2018-09-27;AUD;1.62
2018-10-18;GBP;0.87843
2018-10-21;CAD;1.4947
2018-10-21;MXN;21.8911
2018-10-23;GBP;0.88103
2018-11-28;MXN;23.058
2018-11-29;CAD;1.5117
2018-12-04;AUD;1.5451
2018-12-07;AUD;1.5766
2018-12-07;MXN;23.1435
2018-12-24;CAD;1.5506
2018-12-27;USD;1.1377
2018-12-31;CAD;1.5605
2019-01-05;AUD;1.6189
2019-01-11;USD;1.1533
2019-01-24;SEK;10.2843
2019-02-05;CAD;1.4996
2019-02-06;AUD;1.5968
2019-02-10;AUD;1.6006
2019-02-11;USD;1.1309
2019-02-15;GBP;0.87938
2019-02-20;AUD;1.5844
2019-02-22;SEK;10.5998
2019-03-01;AUD;1.6
2019-03-02;CAD;1.4971
2019-03-03;GBP;0.85968
2019-03-19;MXN;21.5793
2002-03-16;SEK;9.133
2002-03-20;GBP;0.6196
2002-03-21;SEK;9.0139
2002-03-26;GBP;0.6138
2002-03-27;USD;0.8746
2002-03-30;CAD;
2002-04-08;GBP;0.6118
2002-04-12;USD;0.8803
2002-04-12;CAD;1.3989
2002-04-12;SEK;9.098
2002-04-15;CAD;1.3964
2002-04-23;MXN;8.2125
2002-04-27;SEK;9.231
2002-04-29;SEK;9.24
2002-05-07;SEK;9.3725
2002-05-09;USD;0.9061
2002-05-21;CAD;1.4169
2002-05-24;SEK;9.1128
2002-05-27;USD;0.919
2002-05-29;USD;0.932
2002-06-12;MXN;9.1885
2002-06-14;CAD;1.4648
2002-06-14;GBP;0.642
2002-06-14;SEK;9.1664
2002-06-19;GBP;0.6408
2002-06-24;AUD;1.6952
2002-07-02;CAD;1.5032
2002-07-08;CAD;1.497
2002-07-08;MXN;9.7744
2002-07-12;AUD;1.7647
2002-07-22;CAD;1.5596
2002-07-28;GBP;0.6337
2002-08-08;MXN;9.3843
2002-08-13;MXN;9.777
2002-08-14;CAD;1.5426
2002-08-17;CAD;1.5315
2002-08-19;GBP;0.638
2002-08-21;USD;0.9762
2002-08-31;GBP;0.6352
2002-09-04;SEK;9.344
2002-09-05;SEK;9.2951
2002-09-12;CAD;1.5425
2002-09-12;GBP;0.6274
2002-09-19;SEK;9.0955
2002-09-20;CAD;1.5403
2002-09-23;CAD;1.547
2002-09-23;MXN;10.1407
2002-09-24;GBP;0.6311
2002-09-24;MXN;10.1154
2002-10-03;SEK;9.096
2002-10-09;USD;0.9814
2002-10-12;GBP;0.6321
2002-10-15;USD;0.981
2002-10-16;GBP;0.6318
2002-10-20;MXN;9.7434
2002-10-23;SEK;9.14
2002-10-29;MXN;9.8881
2002-10-30;GBP;0.6317
2002-10-30;MXN;9.9897
2002-11-03;SEK;9.0888
2002-11-15;USD;1.0029
2002-11-19;AUD;1.7988
2002-11-19;CAD;1.6101
2002-11-23;AUD;1.7788
2002-11-23;CAD;1.5837
2002-11-27;AUD;1.7829
2002-12-02;USD;0.9871
2002-12-03;CAD;1.5516
2002-12-09;MXN;10.3141
2002-12-15;USD;1.0221
2002-12-15;CAD;1.5892
2002-12-13;MXN;10.4617
2002-12-16;MXN;10.38
2002-12-22;AUD;1.8145
2002-12-28;MXN;10.6587
2003-01-03;USD;1.0392
2003-01-04;CAD;1.6264
2003-01-04;SEK;9.106
2003-01-16;CAD;1.62
2003-01-25;CAD;1.6448
2003-02-04;SEK;9.2427
2003-02-09;USD;1.0789
2003-02-17;USD;1.0716
2003-02-19;AUD;1.808
2003-02-26;CAD;1.6081
2003-03-05;CAD;1.6157
2003-03-17;USD;1.0801
2003-03-20;USD;1.0592
2003-03-20;CAD;1.5696
2003-03-30;USD;1.073
2003-04-14;SEK;9.1275
2003-04-18;CAD;
2003-04-28;CAD;1.5951
2003-05-12;GBP;0.7197
2003-05-13;AUD;1.782
2003-05-16;GBP;0.7065
2003-05-20;CAD;1.5777
2003-05-22;AUD;1.7795
2003-05-27;AUD;1.8041
2003-05-30;MXN;12.1878
2003-05-31;MXN;12.1878
2003-06-09;CAD;1.6014
2003-06-10;MXN;12.4554
2003-06-17;USD;1.1797
2003-06-18;MXN;12.3219
